	text	labels	predicted	cross_predicted
9	Jesus Christ Christian News. Illuminati is now changing Bible into gay comedy book: God having bestiality sex, Peter running around naked, King David bowing Muslim way to gay lover Johnathan, 'wink mark' after incest verse, Jesus wearing girdle, men's milk https://www.youtube.com/watch?v=GhUsioGcknM … pic.twitter.com/SNcTq321bj	1	1	0
10	Even true Muslims are not supporting zakir...they knkmow that he promotes terrorism in the name of Islam and brings disgrace to their religion...i knowthat he is a chutiyappa since 4 years..thank god people are realizing it now#ZakirNaik	1	1	0
42	Remember, it is the majority of the English who are the separatists, not the Scots!	1	1	0
82	Lol!Because of this sec 35A separatist, extremist were able to do this or else they would have never able to dominate. Moreover,why Dogra & kashmiri pandit are against sex 35A if it has nothing to do? Why only Muslims of Kashmir (or outsider Hindu communist) want to safeguard it?	1	1	0
105	May Allaha tala allows ur daughter to do 11 time halala through different maulvis.  At that time when your own daughter is crying for insaf & wants aazadi from multiple sex...then you will going to understand the pain of talaq peedit Muslim women  Being an ex-muslim, may it happens	1	1	0
147	Really, sounds like youre inviting open hostilities again.     Are you sure your up to this job?     Don't want to be rude but you're just not very bright and have a persistent habit of telling lies too.	1	1	0
242	Bhaiya ji! This law is against Instant Triple talak not against proper Talak (divorce). Stop spreading fake news. Instant triple talak is haram in Islam as well. Usually, women go through Halala bcz of instant talak. Is that not emotional, physical abuse?Men will be careful now.	1	1	0
243	Muslim men have best going 4 them- 4 legal wives, wife beating, no need to treat women equally, sex slaves, appeasement from government, no fear of law (mob strength)- why wud Muslim men convert (unless they want to be decent human beings believing in equality & justice for all)	1	1	0
258	Wash. Post  1'He grabbed my hand so I could feel his erection'   2'He wants to take my clothes off and have sex ... I realize, he’s ejaculating.”  --  #MemoirProject,Ch9(Future) #SEX  #WhatWomenWant? (WWW?)  #WomenAttractMenAttracted  #MenSeduceWomenSeduced  #MenFromMarsWomenFromVenus pic.twitter.com/coh15jRj3H	1	1	0
313	Okay to ask PM, but If they also wrote to Mamata Banerji too, then viral that letter also. Why only PM's?    And Anurag Kashyap's toilet has flush problem, he writes on twitter to PM. His electricity is gone,he writes to PM.    IS THIS DEMOCRACY?    You Judge whats right & whats wrong.	1	1	0
389	At first Mamata Didi threatened BJP workers    Later she threatened the Doctors who were attacked by 'Dara Hua' youths    Now she has arrested Primary teachers    * Their mistake was that they demanded salary hike    Hence proved that LEGAL things are not permitted in Didi's Bengal	1	1	0
391	To saale tu ye baata most of the time muslim ki kyon paaye jaate hai bacho ka rape karte huwe...ladai jagda karte huwe...saalo unko sikshit karo...ye madarsa me padke eaae hi banayenge jahan inko janwar say sex karna or mare huwe insan say sex karna sikanyenge	1	1	0
472	The former Administration kissed Muslim Ass this one kisses Zionist Ass! No winning 4 us....	1	1	0
520	Those who r asking Hindus 2 boycott PETROL as it came from saudi.well here's list of things HINDUS boycotted which came from ISLAM #boycottzomato  HINDUS boycotted---  1)Terrorism  2)Nikah halala  3)Triple talaq  None of d above is followed by us.They are world expert n exporter of 1	1	1	0
700	Tell that fanatic not to use any car or buses or aeroplane which use Muslim petrol diesel.	1	1	0
738	A Muslim reporter freely talking to and judging Hindu pilgrims, can we expect the vice-versa, a Hindu reporter openly talking to Muslim worshippers about their orthodox practices, without getting killed?	1	1	0
749	Muslim Migrants Attack Jewish Student Wearing Kippah in Germany - Geller Report News 	1	1	0
785	But what I've said about atheists is true though isn't it. Simple question, would you have said the same to a muslim?	1	1	0
790	Yeah especially when there will be 2 Muslim political party in the state against one secular party BJP.	1	1	0
808	@firstdogonmoon   #PTSD for putting up with  #getagoodjob #redsunderbed #terroristsrcoming #refugeesgoback #griggsbashing  #imthrowinguoutofaus	1	1	0
824	1. @ImranKhanPTI pledges citizenship to Afghan and Bengali refugees    2. Bigoted and xenophobic @PPP_Org, which calls itself 'liberal', vigorously opposes Imran Khan's decision     3. @ImranKhanPTI begins by giving Afghan refugees more rights    #RefugeesAreWelcome 	1	1	0
836	#Facists natalie. Refer to @gop as  #Fascists    The Fascists’ planks:  • pro russia  • pro racism, sexism  • anti immigration  • anti Muslim, Jew, Catholic  • pro pedophilia  • pro sex trafficking   • pro pollution  • anti Free & Open Voting  • anti Protecting Voting  • anti #LGBT	1	1	0
839	People like Pandit Amit are making me go farther away from #Hinduism and closer to atheism. BTW I have already distanced myself from the #BJP that i once supported because of such chutiyes.   #IStandWithAmit   #Zomato   #India	1	1	0
1135	world Muslim population explosion is real & will permanently change course of human civilization.    If BJP not take it biggest challenge n control the population,     Dark days r Ahead.    What has not happened in last 10K yrs will happen in next 50 years!    @AmitShah @narendramodi	1	1	0
