	text	labels	predicted	cross_predicted
19	Turn up in Westminster once, and collapse the Government. Shouting from the sidelines is totally unconstructive, when there is actually something you could do.	0	1	1
31	Halala was never part of islam lekin halala ke naam par mulle khoob maje le rabe tumahri maa behan beti ke aur tum bhi maje se dekh rahe unki izzat lutate huye. Aise to baat baat par bomd fod dete ho lekin ek bhi muslim londa inn mullon ke against kuch nahi bolta. Dhikkar hai	1	0	0
44	STILL. AND ALWAYS. #fucktheredhats #fuckracism #fucktrump https://www.facebook.com/hyperboymedia/posts/10162227454980654 …	0	1	1
48	If a Hindu mob were to lynch Muslim doctors, every political leader, Modi to Mamata to Rahul to Nitish to Kejri would announce a slew of compensation, visit the victims, and do elaborate Man ki Baats. Mujhe Maro, Mera Doctors ko maat maro, maat maro mere bhaiyon! Hindus disowned	0	1	1
63	#Government #Politics #Political #Democrats #Republicans #Elections #Voting #TeaParty #LeftWing #RightWing #NotMyPresident #President #TwoFacedRepublicans #Hypocrisy #Hypocrite #Trump #DonaldTrump #FuckTrump… https://www.instagram.com/p/B0lTuWggWjV/?igshid=1v4qy4e969s4x …	0	1	1
74	No Muslim MP of both houses favoured Teen Talaq bill. Teen Talaq stopped scope of call to these MP's and all opposing MP from Mulla Maulvi Imam to perform HALALA. Now they do additional sex with ladies of his own house's. @ghulamnazad @OmarAbdullah @salman7khurshid @ahmedpatel	1	0	0
80	'My prime focus this morning is to speak as loudly and confidently as possible whilst actually spouting the most incoherent stream of shit conceivable.'	0	1	1
86	This was expected of you because we know you and your party believes in HALALA !!	1	0	0
87	How patronising and typical of the #Brexit little England mentality. Did you realise how stupid you make the UK look when you come out with this	0	1	1
91	@EmilyThornberry can’t wait to see your salty tears flow when we leave the #EU.  You are a disgusting, vile, nasty and un-democratic just like your party.    #brexit #outmeansout #brexitmeansbrexit #brexitparty_uk #Conservative #labour #LibDems #snp	0	1	1
106	Sad watching the UK making a total arse of itself.	0	1	1
113	British Muslim cleric tells boys they can have sex slaves Da1  https://www.youtube.com/watch?v=EJqSpmPD4GU …	0	1	1
143	Why are you trying to destroy it with a disastrous no deal Brexit with no mandate.	0	1	1
144	Do you even know that in quran have sex with slave and war captive are halal and exception to adultery?    MANY MUSLIM DONT KNOW THIS RULE AND I WILL LET YOU KNOW THIS RULE    DO YOU THINK IT IS MORAL?	0	1	1
145	Maybe whilst there, you could have taken questions from journalists, rather than hiding & releasing propoganda bulletins.    If you're a serious PM, you would allow some scrutiny without No.10 spin jockeys pumping out silly soundbites. Until then the nickname stays: #BackDoorBoris	1	0	0
161	#America #hypocrites #FuckTrump #FuckICE #FuckYourFlag #FeedTheChristiansToTheLions #TrumpConcentrationCamps #TrumpHasKidsInCages #trumpIsAKiller #TrumpHotels #trumpIsAKiller #LostTrumpHistory	0	1	1
164	'कुछ' नही , बोहोत ज्यादा लोचा है..! कितना शर्मसाक है हिंदुस्थान में की भरी Debate में कोई 'जय श्री राम' एक पवित्र नारे को 'आतंकी' बोल देते है ,पर कुछ लोगो को तो इसमे कुछ आपत्ती नजर नही आती, दोगलापन ।  #Shame On Mamata Banerji  #Tanvi Das   #Aparna Sen  #Intolernce Gang  जय श्री राम 	1	0	0
174	Here’s why the Republican Party is in danger of being aged out of existence #Resist #ResistTrump #FuckTrump 	0	1	1
175	Man I still ain’t got mines #fucktrump	0	1	1
192	Muslims mate with any thing, it’s just sister brother sex. Pleasure is pleasure. 	1	0	0
196	And may God bless you with a Muslim doctor when you are at your weakest and most dependent on a doctor..!    So that you REALISE your nonsense at least at the time of ur death.. if not before..!	0	1	1
199	Shame Shame , Mamata banerji.  Aparna Sen & its 48 puppets, where are you ?	1	0	0
200	I don't know why it's called 'The Great Hack', because it isn't about a hack at all. But it's on Netflix and it reveals the very scary, very dirty and seedy underbelly of the situation that the UK and US are in now. #Brexit #Trump	0	1	1
207	Sudhir     Run a dna on population control    All problems solved, can you convince UP Hindus n Muslims to cut back on unprotected sex n population control	0	1	1
214	50 million girls are killed in womb by your way of life. More than 50% way of life don’t have potty training. Devdasi pratha is still sacred in your way of life. Halala has no place in islam but Your way of life is looking at it with so much hope and lust is amazing 	1	0	0
232	Derek NoBrain’s aukat? Let us see, he cannot win an election in WB, he can only suck up to Mamata Banerji and sound smart, Mamata falls for it because of her weakness in English, but now there is Mahua. Derek is a nobody and my prediction is he will fade out sooner than later 	0	1	1
238	Do u even know what is halala or just keeping blabbering..it is already forbidden in islam.	0	1	1
240	Bc pura ek sentence angreji mai. Kya bat.	1	0	0
255	@reality45325068     I used to live with a Sri Lankan Sinhala .....know lots of stuff Muslims    Like sex slaves ....arabs come to SL use Paki/SL/Maldives women as sex slaves ...    There are lot of pakis/arabs in SL.    Sri Lanka is different ..    .India is different...	0	1	1
273	I don't support @DerbyChrisW, nor am I a member of the @UKLabour party. But I am so disgusted by Corbyn's @jeremycorbyn position on #Brexit that I am cutting up my membership card. 	1	0	0
282	Yes do share issues for awarness and education  In name of freedom same sex is legal in most western countries  But any things are many time better then muslim world	1	0	0
285	There is no place for halala in islam. Allah wii give curse to those who do nikah halala.	0	1	1
286	This is not threats this is fun..!!    Bengal main rahana hai  To Jai Mamata Bolna hai     We're living in TMC Talibaan Ruling state ,    Thanks Didi	1	0	0
303	Pennsylvania Republicans under fire for putting minority congresswomen’s faces on dartboard at county fair #Resist #ResistTrump #FuckTrump 	0	1	1
307	why don't people ever talk about the 1.5 million whites who were forcefully enslaved by the African Muslims and turned into galley/sex slaves. much worse fate than being a plantation slave.	0	1	1
316	My friend: The GOP is now the party of rape, racism, misogyny and xenophobia - unless of course Russia is involved. MAGATS just don't get it. The GOP is DEAD. #fuckracists #fucktrump #suckstobegop	0	1	1
