	text	labels	predicted	cross_predicted
4	Fuck you. Go back to the dark ages you cow @IBNLiveRealtime: Rapes happen because men and women interact freely: Mamata	1	1	1
11	'In Kerala, it's all halal'.    Of course, sickular bastion that it is.    'Here they serve pork too.'    Lol, highly unlikely in any district with more than 20% Muslim population. A church bishop was beaten up for serving pork to non-muslim students in this very same Kerala lol.	1	1	1
12	Look sweetie it’s simple- as a Jain if I ask for veg food but get non veg, I can complain and it’s Zomato’s duty to address. But if I have a problem with the person delivering the food, Zomato is within its rights to say fuck off. The same case with Halal food. Simple na.	1	1	1
13	@Channel4News Fifth of the population now in poverty, affecting the poorest and most vulnerable.  @BorisJohnson has caused £4bn to be spent on #Brexit and intends to spend £100m on no deal propaganda!  You should be bloody ashamed of yourself and your vanity project. #NotMyPM	1	1	1
16	@Explore_Islam told you Islam is not fair. No point discussing it any further.   Islam is a disgrace, it treats women as unequals in society. Why would any western country politician want to import more of this cult? Sheer madness.	1	1	1
17	By shitting yourself and taking the backdoor out, instead of fronting up to the public.	1	1	1
20	Considering this is a dumb fuck country with illiterate dumb fuck people I won't be surprised if Maya, Mamata and Akhil fuse themselves into one big buffalo and become PM	1	1	1
23	When are these douche bags going to realize that most of the economic gains are just continuing trends from Obama's administration?  Also, these don't negate him being a racist asshole.  It's like the battered wife making excuses for staying in the relationship.  #FuckTrump 	1	1	1
25	Well Cricket fanatics should reach out to @ICC to check on this. What do you say? How to calculate over throw or when to stay or not to stay with field umpire decision all are part of the deal. Isn't it. Fuck the rule book.	1	1	1
45	.@SenateDems @HouseDemocrats DO YOUR FUCKING JOBS!! #FuckTrump And Who Votes For Him! You Need To Worry About Who’s Gonna Vote Democratic After YOUR NON WORKING ASSES!! @SpeakerPelosi @SenSchumer	1	1	1
51	At least they told both of you to basically fuck off 	1	1	1
52	:o “@mojorojo: Sorry, call me paranoid, but this is NOT the behaviour of a sane person. This is scary as fuck http://youtu.be/vx-2SsI4B9U  #Mamata”	1	1	1
53	Yeah this kinda Taqiyya is done to convince morons like you. Read the Quran, there are 100s of quotes calling for violence and multiple quotes calling for taking kaffir women as sex slaves. Something that Mohammed himself did and encouraged. Muslims consider him the ideal human.	1	1	1
